mid,ld,vrn,y,m,mo,ec,col,dd,tld,pav,rc,amfv,pn,ddob,ft,d,s,id
5921990821659,10/02/2017 14:16:40,CNB 0235,05/09/2016 15:33:25,Mercedes-Benz,Murano,803,Black,Roof rack dent,TotalLoss,31744865,138251376,11066,PRC958118TM,12/05/2017,DIESEL/ELECTRIC,6,3,12/02/2019
1277291205419,28/01/2021 7:07:21,LHA 6603,04/11/2017 14:37:22,Lamborghini,500,3285,Ruby,Side door ding,TotalLoss,75176207,706122905,25895,WZE286011VZ,10/06/2022,PETROL/LPG,5,0,18/02/2018
3875521052387,01/03/2015 22:54:56,PFD 3116,14/06/2017 6:00:06,Bentley,4 Series,2893,Ivory,Front bumper scrape,TotalLoss,59507117,221463237,48496,WZE148984DZ,12/04/2021,DIESEL/ELECTRIC,3,4 ,22/08/2022
5181626101429,17/06/2015 16:17:53,ZKL 6452,02/05/2018 6:28:25,Buick,812 Superfast,3903,Cyan,Roof rack dent,TotalLoss,36289478,53802636,88813,ZOC760708JC,19/11/2020,ELECTRIC,4,5,01/05/2016
2130645940250,06/06/2022 15:12:34,YKV 9023,02/08/2020 15:32:13,Subaru,5 Series,2289,Orange,Front bumper dent,TotalLoss,4939499,10123645,68387,ZOC422325DU,09/05/2020,DIESEL/MHEV,2,7,10/04/2016
2615282064555,14/05/2019 14:26:59,PLS 1189,30/01/2015 19:56:52,Alfa Romeo,CX-30,1047,Silver,Roof dent,TotalLoss,64143959,65579817,87912,ZOC480341VY,16/11/2015,DIESEL,0,5,22/08/2015
8420871945228,01/01/2016 15:51:50,WGL 3433,17/06/2021 18:18:21,Fiat,Durango,3179,Tan,Roof rack scuffs,Repair,29576818,11521433,7464,CHB580175OF,01/09/2023,DIESEL/ELECTRIC,4,4 ,23/04/2016
2143475767994,27/07/2017 5:04:51,MCZ 4122,01/05/2016 4:32:59,Aston Martin,CLA,3085,Slate,Dented fender,Repair,78126915,77059620,59354,PRC545411MX,13/01/2017,PETROL/ALCOHOL,2,6,25/12/2019
4686611745325,21/09/2022 21:59:14,WZY 4821,04/07/2020 4:07:46,Lamborghini,Kona,2367,Maroon,Tailgate scrape,Repair,92560853,69204231,96609,WZE424229BO,30/05/2019,ELECTRIC,2,5,20/06/2017
1819914752702,18/06/2022 18:17:57,WCL 8794,19/06/2021 15:35:30,Cadillac,MDX,3657,Coral,Roof rack dent,Repair,56943730,11551653,99591,IWV814202JC,19/06/2015,PETROL/ELECTRIC,3,0,05/07/2022
3417918465232,27/07/2018 16:21:39,CIU 0386,01/05/2017 21:38:51,Mercedes-Benz,RX,2510,Magenta,Scratched roof rack sill,TotalLoss/Repair,23975233,29739621.0,50896,ZOC849259VJ,04/10/2016,DIESEL/ELECTRIC,3,7,21/12/2017
3884444298725,28/01/2023 22:54:22,HYX 2433,15/01/2023 6:28:39,McLaren,Clubman,1689,Ivory,Roof rack sill,TotalLoss/Repair,77288180,86848079.0,76572,PRC302657LH,07/01/2023,PETROL/LPG,5,9,19/08/2016
9296056292731,23/02/2016 9:30:27,UIJ 0360,28/09/2022 14:25:22,Toyota,488 GTB,2904,Orange,Roof rack scrape,TotalLoss,37807642,168027314,63783,PRC141302OX,28/11/2018,DIESEL/ELECTRIC,0,4 ,10/02/2016
6558489641818,25/06/2019 5:36:14,SHS 7366,16/01/2020 22:11:30,Acura,812 Superfast,4028,Ruby,Roof rack ding,TotalLoss,71868672,701303214,99458,PRC954981YL,09/06/2023,PETROL,3,7,26/04/2018
6565943504701,17/01/2015 16:10:14,ENT 8210,13/08/2017 20:14:35,Ford,Huracan,2361,Plum,Broken tailpipe,Repair,38866088,5992286,58970,WZE253903YZ,26/10/2017,PETROL,5,3,06/11/2018
6882851083742,02/03/2020 12:20:35,ETR 1520,03/04/2023 14:59:18,BMW,MX-5 Miata,3514,Silver,Roof rack chip,TotalLoss,69943389,556132569,95423,WZE542019II,07/12/2018,PETROL/LPG,5,7,07/02/2015
7711610792294,24/08/2021 16:58:46,ZVX 1881,18/03/2015 21:36:16,Bentley,GranTurismo,4175,Plum,Front bumper dent,Repair,63815357,33660905,17781,WZE426179RA,11/09/2015,ELECTRIC,5,6,10/12/2015
4669282499451,15/12/2020 8:16:29,DSX 8508,20/06/2022 11:17:20,Alfa Romeo,Outback,2036,Slate,Roof dent,TotalLoss/Repair,14084712,16814319.7,45396,PRC201558FP,16/01/2016,PETROL,6,8,19/02/2016
1499001447870,18/09/2017 8:11:50,LKT 7555,05/08/2015 0:54:26,Audi,Chiron,4087,Maroon,Scratched quarter panel,Repair,4143300,1068931,79489,ZOC429786ZG,02/05/2021,DIESEL/ELECTRIC,4,7,25/02/2023
1155823359171,26/04/2019 17:35:17,YFW 3902,25/09/2015 16:05:18,GMC,XT5,1025,Beige,Roof rack chip,TotalLoss/Repair,57858118,71680455.0,31206,PRC628504TE,21/01/2017,DIESEL/ELECTRIC,4,8,05/05/2018
1760497714973,07/06/2018 5:43:25,VXB 7413,17/11/2021 13:21:05,Audi,Model 3,4204,Green,Hood scuffs,Repair,84810414,68592052,23191,IWV378093OC,04/04/2015,DIESEL/MHEV,4,6,23/10/2018
1911974033789,14/04/2023 0:46:28,QDS 9845,24/09/2021 8:49:20,Mercedes-Benz,Kona,3730,Green,Scratched bumper sill,TotalLoss/Repair,28236469,32363927.0,672,WZE142655WQ,22/06/2017,PETROL/ELECTRIC,5,5,19/02/2023
5452169916557,25/10/2018 1:46:12,LHE 5181,06/02/2019 18:49:34,Mercedes-Benz,5 Series,1776,Ivory,Bent quarter panel sill,TotalLoss/Repair,64827514,78134524.8,97629,IWV860032WD,02/01/2019,DIESEL,0,5,31/01/2017
2182359737856,09/04/2023 18:25:45,VXF 2568,01/06/2016 6:15:08,Mitsubishi,Range Rover,4404,Cyan,Dented roof sill,Repair,44048849,31739793,58005,PRC506270JG,07/11/2019,PETROL/LPG,3,2,05/01/2020
9964322335910,09/07/2016 16:43:44,NAO 5558,28/12/2017 20:50:36,Rolls-Royce,Model 3,4258,Gold,Bent roof rack sill,TotalLoss,34143212,238475632,39504,WZE662794LN,19/01/2022,DIESEL,2,0,23/04/2015
6211205432229,03/07/2017 7:06:51,DLR 5256,13/03/2022 18:27:38,Lexus,Journey,4128,Red,Roof rack scuffs,TotalLoss/Repair,59590549,74354519.2,29673,CHB892329HD,05/05/2019,DIESEL/MHEV,3,9,14/12/2017
6174434039342,05/04/2021 19:55:31,VYY 6881,12/12/2016 15:44:22,Subaru,Canyon,3450,Red,Roof sill dent,Repair,7323943,4512043,40723,WZE705242KO,09/02/2023,DIESEL,3,3,05/07/2022
9995613241966,13/12/2022 0:45:14,BXY 3264,05/09/2019 20:06:33,Mini,Passat,1708,Slate,Keyed roof,TotalLoss/Repair,39054688,44537285.1,88565,IWV455969JM,13/03/2016,PETROL/ALCOHOL,0,0,02/08/2022
3489220125945,18/12/2019 7:25:37,UQI 3893,06/06/2016 19:39:34,Nissan,Wrangler,2087,Cyan,Roof dent,TotalLoss,13327249,30340935,94419,PRC676463VE,30/01/2022,DIESEL,2,4 ,20/05/2022
6588967298579,24/02/2021 3:01:12,XDO 1744,04/04/2022 1:06:36,GMC,Huracan,4277,Maroon,Chipped roof sill,TotalLoss/Repair,3166825,3597354.0,44283,CHB973208FU,31/10/2018,PETROL/LPG,0,4 ,11/10/2019
3088709454851,01/08/2017 17:25:42,XSZ 8163,15/06/2019 15:14:09,Toyota,CX-9,2138,Purple,Bumper scuffs,TotalLoss,57474695,423549021,62173,IWV498583IK,11/05/2017,PETROL/LPG,6,5,03/01/2023
3798199921120,21/02/2017 18:04:36,XHW 4975,11/09/2021 2:45:10,Subaru,Corolla,2180,Magenta,Roof dent,TotalLoss,29258659,90449184,46472,CHB613726CF,13/03/2017,PETROL,5,0,25/03/2016
9825742603492,02/10/2016 13:06:30,JRO 1948,23/11/2015 1:18:00,Honda,Murano,3071,Orange,Rear bumper dent,Repair,44092416,11139531,60256,IWV661631KQ,18/12/2022,PETROL,2,2,30/08/2018
9961961367282,13/10/2017 23:46:15,QEV 8124,20/07/2017 6:58:40,Lexus,Model X,931,Orange,Roof rack dent,TotalLoss,9196337,49408095,99054,PRC619468HR,26/12/2017,PETROL/ALCOHOL,5,3,06/12/2021
7663982699899,07/03/2020 9:24:45,FSV 9606,21/02/2023 15:42:48,Alfa Romeo,Passat,2490,Yellow,Roof dent,TotalLoss/Repair,99286088,117360674.5,76408,CHB190148DS,29/08/2018,PETROL/LPG,5,7,29/07/2016
5802923374594,21/02/2019 16:14:44,MOY 9463,07/04/2022 18:09:22,Dodge,Cayenne,1374,Red,Dinged bumper sill,TotalLoss,45981252,343937237,78123,PRC180756SZ,04/10/2022,PETROL/ELECTRIC,2,7,16/12/2022
2294507516395,13/01/2020 12:26:39,BTZ 7775,12/05/2020 13:35:16,Aston Martin,570S,4438,Ivory,Dented door handle sill,TotalLoss,27092151,122252394,50616,PRC284885SJ,03/09/2018,PETROL/ELECTRIC,6,4 ,19/05/2022
6563641049253,07/07/2022 1:57:51,XKJ 1992,03/11/2015 16:35:07,Ram,Kona,1835,Salmon,Dented bumper ding,TotalLoss/Repair,23125653,28534958.2,50790,IWV838734IZ,02/02/2023,PETROL/ALCOHOL,0,8,21/03/2015
8801838795619,16/04/2021 2:03:19,MYY 3889,20/12/2020 11:52:52,Audi,488 GTB,1133,Silver,Bumper scrape,Repair,33474131,23725169,13460,IWV274057WC,13/04/2021,PETROL,3,0,09/07/2019
8726106233199,05/06/2015 17:48:14,HPS 9292,31/12/2016 14:21:02,Lamborghini,Rav4,946,Pink,Roof dent,TotalLoss/Repair,20918246,26221015.4,1482,WZE860488IN,13/03/2020,DIESEL,3,2,30/03/2020
2103894331911,03/11/2021 16:16:47,PSG 3223,15/04/2021 18:06:51,Toyota,A4,3810,Slate,Paint chips,TotalLoss/Repair,39172268,43416538.4,30697,IWV353461JE,07/03/2017,ELECTRIC,2,9,07/08/2022
5532748953396,30/09/2021 0:27:32,SLY 3980,11/05/2021 11:58:42,Subaru,Jetta,3942,Plum,Tailgate scrape,TotalLoss/Repair,21426003,24791147.5,70853,PRC589509NI,17/08/2017,PETROL/ALCOHOL,4,4 ,01/04/2019
6618719234652,29/05/2017 20:22:16,HLQ 7044,27/07/2015 20:35:09,Ford,Pacifica,4341,Ivory,Chipped bumper sill,TotalLoss,53019366,144831376,72006,IWV454837SI,23/03/2019,PETROL/ELECTRIC,6,2,12/01/2023
6857094394579,01/10/2015 22:17:04,AHW 8399,18/02/2020 5:38:22,Jeep,812 Superfast,3132,Olive,Roof rack scrape,TotalLoss,24063405,28956894,91728,CHB803322BV,30/04/2020,DIESEL/ELECTRIC,3,0,10/02/2018
8668085060664,16/09/2015 15:16:39,WLM 8393,04/01/2018 21:47:43,Ford,S4,3702,Slate,Roof sill chip,TotalLoss/Repair,17798492,20715059.4,47477,ZOC557706EE,21/07/2017,ELECTRIC,3,6,07/08/2019
5619427865635,23/01/2018 23:05:12,SIA 8534,22/05/2022 3:09:31,Bentley,Model S,2724,Blue,Scratched bumper sill,TotalLoss/Repair,31323310,35269159.6,18071,ZOC706386QV,18/04/2023,DIESEL/ELECTRIC,5,9,28/07/2015
2664559620721,23/02/2015 18:04:59,FGZ 9493,25/08/2017 21:27:02,Porsche,MX-5 Miata,3100,Indigo,Dinged roof sill,Repair,71557515,61580500,81665,IWV108386JO,09/08/2017,PETROL/ELECTRIC,5,9,05/02/2019
5129129584082,03/06/2023 2:26:07,XER 8980,09/06/2018 1:50:00,Chrysler,Corolla,3309,Silver,Roof rack scrape,TotalLoss/Repair,11020965,13085774.0,44043,PRC825108NS,25/08/2017,DIESEL/ELECTRIC,0,4 ,02/04/2020
6997311711115,16/08/2015 3:57:26,EKN 4434,06/01/2023 3:10:11,Infiniti,Flying Spur,3557,Gold,Hood scratch,Repair,92031635,35962420,72905,CHB743493KO,20/10/2020,PETROL/ALCOHOL,4,8,14/01/2022
8569005527851,05/10/2016 2:45:55,SLV 4185,27/08/2019 11:54:13,Dodge,CX-9,1356,Purple,Side mirror sill,TotalLoss/Repair,46620088,57799000.9,81453,ZOC284797ZQ,02/09/2017,PETROL,5,3,28/06/2015
3006913717620,05/09/2015 20:09:22,SXE 8237,08/08/2017 16:03:00,Fiat,Pacifica,4112,Lavender,Chipped bumper sill,TotalLoss/Repair,25011917,28797498.9,2592,CHB123035GN,13/05/2021,ELECTRIC,3,3,21/12/2017
8559086339784,19/02/2016 7:22:30,MHY 1112,13/01/2022 14:58:55,Volvo,Cayenne,848,Purple,Roof sill chip,Repair,55618534,16538270,84946,CHB627189WC,02/06/2022,DIESEL/ELECTRIC,5,3,18/12/2022
9285907772724,16/03/2017 13:21:43,QEY 1225,24/07/2023 0:13:06,Ford,Elantra,2959,Blue,Roof sill chip,Repair,26746818,3030302,17726,ZOC840158ZU,04/04/2021,PETROL/LPG,2,0,10/09/2017
7687000856994,06/08/2020 19:19:19,ZAT 3008,09/09/2015 6:31:54,Toyota,Phantom,1328,Silver,Keyed roof rack,Repair,81967867,57768216,55332,WZE177901UG,25/04/2023,PETROL/ALCOHOL,0,3,30/04/2018
3479019276028,23/11/2022 7:29:43,EFX 1528,26/09/2017 2:35:39,Ferrari,Cruze,2172,Coral,Roof rack dent,TotalLoss/Repair,19970540,24437506.2,59668,IWV562108UO,20/04/2023,DIESEL,3,5,10/07/2017
3305719511830,31/01/2023 0:24:31,CRD 9229,25/03/2023 15:32:39,Acura,Ascent,4280,Cyan,Dented side panel,TotalLoss,19926112,90507028,34727,ZOC326303IZ,03/09/2016,PETROL,3,2,12/07/2022
7319048920922,21/12/2017 21:34:24,AXC 2383,21/07/2016 19:00:15,Ram,Cayenne,3505,Magenta,Scratched bumper,TotalLoss,61022680,475727740,99720,WZE596312QP,26/05/2016,PETROL/ELECTRIC,0,8,17/09/2015
2029251608423,22/09/2022 12:22:47,SXZ 4797,05/09/2015 19:03:39,Jeep,Vantage,3019,Magenta,Cracked side window,TotalLoss/Repair,32813848,42320908.6,96773,PRC552874WE,18/04/2022,DIESEL,4,3,17/10/2017
9826910463145,31/05/2020 1:05:18,VCB 3988,05/04/2016 18:58:38,Jeep,Range Rover,3063,Red,Broken tailgate handle,Repair,52575365,34988232,99593,IWV572411IX,18/04/2022,DIESEL/ELECTRIC,3,9,12/05/2020
5575501501012,06/04/2019 11:56:32,ZRU 1938,14/03/2017 5:24:14,Porsche,Legacy,3735,Red,Roof rack chip,Repair,37683781,26444232,67409,IWV801790MM,22/03/2023,DIESEL/MHEV,0,5,15/07/2017
5912506554345,26/03/2016 7:58:58,UXY 9115,19/08/2023 9:37:28,Ram,Impreza,1045,Red,Roof rack scuffs,Repair,90215963,43120656,21556,PRC256010BA,12/11/2021,PETROL/LPG,6,5,02/02/2021
6037695128927,03/04/2015 12:09:59,GBU 0204,13/03/2018 10:52:35,Bentley,CX-30,4267,Green,Tailgate chip,Repair,94421557,2722850,14766,PRC652378LY,26/09/2015,PETROL/ELECTRIC,4,9,09/02/2022
2067926524100,02/05/2020 2:11:12,VEC 3307,18/04/2022 6:23:54,Chevrolet,Yukon,2326,Turquoise,Bumper dent,TotalLoss/Repair,83957538,92600969.9,24465,PRC428436VW,17/01/2015,ELECTRIC,4,7,25/11/2016
2010562588222,05/02/2016 10:49:16,DBP 9048,06/02/2016 18:04:02,Ram,S60,1544,Ruby,Roof dent,TotalLoss,97602190,793260163,31768,PRC208129GA,12/08/2016,DIESEL/ELECTRIC,3,8,14/05/2020
5883531679314,07/11/2022 15:36:43,ITJ 0368,23/09/2017 7:35:05,Hyundai,Sonata,875,Orange,Broken quarter window sill,TotalLoss/Repair,73241814,80943208.9,37203,CHB672966MY,24/02/2016,DIESEL/ELECTRIC,4,8,01/01/2023
9603377470029,21/11/2017 12:28:51,MGD 2931,14/03/2017 3:51:58,Fiat,Yukon,2501,Olive,Dinged roof sill,TotalLoss,91441122,823737902,49430,CHB261565PQ,24/08/2022,PETROL/LPG,6,2,28/10/2019
8404159550031,29/06/2015 6:14:59,MCJ 8638,22/11/2018 5:29:54,Audi,C-Class,862,Slate,Dinged roof rack sill,TotalLoss,69563302,215348731,8477,IWV986424QB,23/08/2023,DIESEL/MHEV,0,5,30/12/2022
7763424025215,25/02/2023 21:14:40,RCI 2501,08/04/2018 0:48:52,Ram,MDX,1725,Salmon,Roof dent,TotalLoss/Repair,21162165,25965511.9,46609,ZOC517397MD,22/04/2017,PETROL/LPG,3,8,23/06/2015
5247615465220,20/05/2015 21:35:47,FJJ 1143,01/02/2017 9:39:09,Lamborghini,Optima,861,Slate,Front bumper chip,Repair,99162107,71909020,21103,PRC807617BM,04/08/2023,DIESEL/MHEV,3,5,15/09/2023
8980501267117,13/03/2015 8:05:01,PFO 6617,21/09/2020 21:12:22,Bugatti,Stelvio,2962,Gray,Side mirror dent,TotalLoss,59430745,267726047,77037,PRC661463CP,31/12/2021,ELECTRIC,5,6,21/12/2015
7051032640003,25/05/2017 9:08:38,ZLF 1352,21/11/2018 17:18:37,Chevrolet,Model 3,2093,Purple,Roof dent,TotalLoss,74144101,272936781,23871,ZOC825673GQ,05/03/2019,PETROL/ALCOHOL,6,5,02/02/2022
2480512494559,29/05/2018 8:24:53,DHF 1889,02/10/2020 12:49:08,Alfa Romeo,Escalade,2811,Magenta,Scratched rocker panel,Repair,87858290,23859911,96979,WZE545318QR,31/08/2016,PETROL/ALCOHOL,2,2,11/09/2016
8539281707437,09/10/2019 23:50:44,BIT 4453,28/07/2020 8:08:45,Lexus,Optima,3890,Salmon,Dinged roof sill,Repair,25256600,8158907,24503,ZOC839022LR,09/10/2020,ELECTRIC,3,9,17/08/2017
2398000011575,27/09/2015 12:57:08,SWU 3641,20/03/2023 3:49:17,Audi,Ghost,1968,Cyan,Roof rack scuffs,TotalLoss,79937927,433823434,54499,WZE128341HE,24/09/2020,DIESEL,4,7,20/03/2017
8942896266982,14/10/2020 22:45:24,MCS 6307,06/11/2021 13:27:03,Mini,5 Series,1952,Salmon,Side mirror scrape,TotalLoss,22757831,189046495,15223,CHB735305IP,24/12/2019,PETROL/ELECTRIC,2,9,16/06/2015
4643338075606,12/02/2021 22:11:42,XXF 7362,23/04/2016 12:23:50,Nissan,Canyon,2268,Magenta,Roof dent,Repair,51353605,18517918,63163,IWV614099QL,29/05/2017,PETROL,2,4 ,09/07/2019
6261330591582,31/12/2015 5:09:24,YKK 2634,05/10/2019 22:54:47,Bentley,Passat,1429,Plum,Front bumper dent,TotalLoss/Repair,75147710,86778549.2,59627,ZOC251291ZO,09/04/2015,PETROL/ALCOHOL,3,9,28/01/2022
7962480872522,30/11/2020 2:44:39,UXN 0606,06/09/2017 3:29:38,Mitsubishi,Kona,4214,Gold,Cracked windshield,TotalLoss,20777188,77918624,73464,ZOC767974CB,06/08/2019,ELECTRIC,3,5,04/05/2018
6948525774005,28/01/2015 6:26:55,NRO 9333,13/06/2016 21:44:30,Acura,Model 3,1416,Yellow,Tailgate dent,TotalLoss,1675577,10481146,80922,WZE626677KQ,04/01/2020,DIESEL/MHEV,3,7,05/05/2022
7239481399879,24/03/2015 12:03:21,UJU 7445,24/08/2023 10:09:47,Jeep,570S,3538,Teal,Chipped bumper scrape,Repair,81687449,10984249,59585,PRC204731FV,08/08/2015,DIESEL/ELECTRIC,0,2,20/01/2015
1188021633624,22/03/2019 14:02:33,DCE 7299,09/11/2019 7:19:25,Aston Martin,Outlander,2945,Maroon,Paint swirl marks,Repair,99817639,8550777,26592,CHB148187MO,06/10/2015,PETROL/LPG,5,5,28/06/2016
1892461503598,24/02/2019 5:42:26,BRM 0909,06/01/2019 15:39:26,Jeep,Malibu,1689,Indigo,Scratched rear bumper,TotalLoss/Repair,67410920,75966410.5,56740,PRC771432GL,06/11/2018,PETROL/ELECTRIC,4,8,27/02/2015
8072459359640,09/04/2021 11:48:06,IOK 7428,08/12/2017 1:08:36,GMC,Crosstrek,3074,Green,Bent roof rack sill,TotalLoss,47015968,268908018,69241,IWV627755FI,12/07/2017,DIESEL/MHEV,4,5,11/09/2020
4759437643555,06/01/2019 5:04:22,VWN 2870,02/11/2016 3:00:37,Lexus,500X,2614,Black,Scratched side window sill,Repair,39809156,14525904,85311,WZE258954RC,08/12/2018,DIESEL,2,4 ,09/08/2021
2484369919110,04/07/2016 23:36:34,PIW 0870,11/04/2016 1:38:53,McLaren,MDX,1986,Turquoise,Dented roof sill,Repair,7879447,6081983,83228,WZE445504LQ,17/11/2022,PETROL/ELECTRIC,4,9,02/05/2016
9027622572462,22/09/2022 18:24:42,DJW 7646,20/08/2022 19:50:09,Ford,Rav4,1245,Magenta,Broken wheel cover,Repair,28322613,10011983,37687,ZOC353684JS,28/03/2021,PETROL/LPG,3,7,21/05/2021
7803040928012,15/04/2018 12:36:25,SBK 1542,21/01/2023 10:50:43,Volkswagen,Q3,2226,Indigo,Roof rack scuffs,TotalLoss/Repair,9693497,12093937.0,72331,IWV896071SN,21/08/2022,PETROL/ELECTRIC,0,9,13/11/2017
6495935993903,04/12/2017 10:55:40,PWP 1523,09/12/2015 5:25:30,Subaru,Range Rover,2492,Gold,Roof rack scuffs,Repair,36499557,13223544,14477,CHB842631KL,04/10/2016,DIESEL/ELECTRIC,2,3,24/04/2016
2575459144979,26/08/2016 6:48:22,PEQ 3768,18/04/2021 8:28:09,Rolls-Royce,Outlander,3073,Red,Roof sill dent,Repair,76343930,15477977,77421,ZOC254898YW,02/08/2016,PETROL/ALCOHOL,2,2,10/08/2016
4853342891493,06/08/2018 0:59:47,QTM 9818,07/11/2021 19:44:31,Lamborghini,Optima,4315,Beige,Scratched door sill,TotalLoss,80118811,322933542,71457,IWV511597OR,07/06/2023,DIESEL/MHEV,4,6,01/12/2020
4186459758927,19/12/2021 0:04:41,CSA 9277,18/03/2020 22:41:31,Hyundai,Civic,1267,Olive,Roof rack chip,TotalLoss/Repair,14863762,18706124.9,96494,WZE468098FC,24/07/2017,ELECTRIC,4,2,03/11/2021
7410675633807,13/09/2020 9:59:26,FCY 4605,19/06/2022 6:56:50,Porsche,Maxima,4050,Turquoise,Roof sill dent,Repair,38787694,26228334,41662,CHB448957SD,05/07/2021,DIESEL/ELECTRIC,2,9,21/10/2016
8768146724484,25/02/2022 21:30:46,HPF 6579,09/09/2021 6:56:59,Volkswagen,GranTurismo,3181,Gray,Hail damage,Repair,10704284,9235709,92468,CHB509272ED,04/10/2017,DIESEL/ELECTRIC,3,6,01/09/2016
5801214370636,08/02/2023 8:29:36,UPI 0608,04/10/2019 5:04:32,Ferrari,Rav4,1421,Green,Rear quarter panel dent,TotalLoss/Repair,86717820,106872727.1,38016,CHB539763QM,17/08/2022,DIESEL/MHEV,6,8,20/02/2022
4033500628417,28/05/2023 23:50:10,DIZ 9396,16/04/2023 17:58:00,Maserati,MDX,4294,Turquoise,Roof rack chip,TotalLoss,33501849,35781118,91734,IWV139098XW,23/04/2023,ELECTRIC,6,4 ,30/04/2015
7478986677293,08/09/2021 1:08:02,ELR 1613,16/04/2016 8:27:19,Lexus,Impreza,3796,Orange,Front bumper dent,Repair,5524638,648214,10150,ZOC122410NP,01/12/2021,PETROL/LPG,3,3,01/07/2023
4488513593654,20/09/2021 19:31:46,GXT 1725,23/07/2023 11:36:32,Toyota,Q3,3364,Silver,Roof rack scuffs,TotalLoss,8315079,32258875,17368,CHB362033LY,23/08/2017,PETROL/ALCOHOL,6,0,09/01/2022
3072641528160,28/05/2020 7:30:28,TUN 8379,06/01/2019 15:57:54,Ford,3 Series,4047,Tan,Tailgate chip,TotalLoss/Repair,30349468,33901314.8,61679,CHB352548XI,02/09/2022,DIESEL,5,3,11/12/2019
8925411643858,30/12/2021 10:32:30,ZOB 0481,30/07/2019 20:37:36,Bentley,Clubman,1238,Yellow,Broken taillight,TotalLoss,21692758,126202549,97522,CHB836928CT,31/10/2022,PETROL/ELECTRIC,6,5,05/05/2021
6332763918124,16/12/2020 2:38:48,JDA 6464,17/02/2018 14:21:49,Dodge,Golf,1681,Purple,Roof rack scuffs,Repair,22789755,14782028,51932,IWV697706OP,01/01/2023,DIESEL/MHEV,0,5,12/08/2017
7807411264679,16/01/2019 17:53:07,EWA 9051,01/12/2019 21:34:41,Aston Martin,XF,3021,Olive,Broken roof rack,TotalLoss,32267057,215281035,51214,WZE285595YU,25/04/2017,DIESEL/ELECTRIC,5,5,02/06/2022
9756296783097,14/03/2022 12:23:31,LMO 1797,07/09/2015 11:05:55,Volkswagen,Impreza,1276,Ruby,Chipped bumper scrape,TotalLoss/Repair,65923340,72534268.5,77896,IWV837364KO,09/11/2022,ELECTRIC,5,0,04/02/2015
6443412228103,23/02/2022 20:03:14,XLV 5796,11/01/2023 1:30:46,Ford,CX-9,3960,Blue,Chipped bumper sill,TotalLoss,96260658,929620776,67411,WZE586609DS,16/10/2016,PETROL,5,5,09/06/2023
2213078133292,17/08/2017 8:23:06,JMF 0239,03/11/2021 15:06:30,Volvo,Durango,1903,Indigo,Rear quarter panel scratch,Repair,9123799,1592685,68951,PRC483982LE,11/04/2020,PETROL/ALCOHOL,3,0,22/04/2019
1439390947075,16/05/2020 8:42:47,JSH 5933,21/04/2015 17:41:34,Lamborghini,Ghost,2468,Silver,Side mirror chip,TotalLoss/Repair,15499281,19606462.7,80870,IWV826088BX,15/07/2019,ELECTRIC,3,7,08/03/2020
9074284234130,08/08/2017 18:08:09,ROL 7007,02/02/2019 6:20:45,Ram,Cruze,2484,Purple,Roof rack dent,TotalLoss,43541716,370376845,58167,CHB901626RO,26/02/2020,DIESEL,2,3,06/12/2017
4343731423691,09/10/2022 20:24:12,WUZ 0240,02/07/2019 12:43:04,Alfa Romeo,MX-5 Miata,1785,Coral,Roof sill dent,TotalLoss,64714177,569081608,48034,IWV207288NI,22/01/2022,PETROL/LPG,3,4 ,05/11/2019
3303778569820,01/08/2021 7:20:01,NGP 9268,16/01/2023 20:48:41,Porsche,Malibu,2785,Purple,Roof rack scuffs,Repair,28027610,15205850,87135,PRC195531BN,23/01/2022,ELECTRIC,4,3,07/07/2018
3098394433833,17/07/2016 1:53:01,PHQ 2734,26/07/2020 2:59:51,Mini,Durango,2096,Black,Roof rack dent,TotalLoss,96108958,460897034,15012,ZOC872148EJ,13/07/2015,ELECTRIC,5,4 ,19/12/2022
4101338517775,02/08/2022 12:12:44,RVC 8388,14/02/2023 1:12:29,Porsche,Cayenne,1558,Magenta,Roof rack chip,Repair,35054550,8923639,99643,CHB103587CB,14/10/2018,PETROL/ELECTRIC,5,9,20/06/2017
7265484855284,02/05/2015 2:06:24,DIM 9632,22/04/2016 1:19:52,Volvo,Mustang,4192,Plum,Roof rack dent,TotalLoss,48122699,252557259,13287,PRC869427AG,28/09/2021,PETROL/LPG,0,7,17/11/2015
5981811450107,18/02/2019 8:28:37,GHS 2410,26/06/2016 3:31:16,Volvo,Sonata,2260,Brown,Chipped roof sill,TotalLoss/Repair,30784345,34191229.2,98585,WZE405986LY,04/12/2017,PETROL,0,8,09/02/2017
1252008350937,30/01/2020 20:30:40,LGT 9990,13/02/2016 10:51:04,Ferrari,570S,1953,White,Front bumper scrape,TotalLoss/Repair,50987047,59641132.1,66028,WZE707947SD,03/03/2017,DIESEL,2,2,06/08/2018
9898586052959,30/05/2019 14:05:03,SPR 4680,26/05/2018 21:45:11,Mercedes-Benz,S60,4146,Brown,Rear bumper sill,Repair,36450218,1080980,9457,IWV231505LM,21/10/2022,DIESEL,3,0,01/01/2023
6923641731546,02/10/2017 14:06:01,MLD 9073,03/06/2021 7:35:42,Rolls-Royce,Corolla,2291,Silver,Roof rack chip,TotalLoss/Repair,73960676,82856648.4,54318,IWV596986HN,27/07/2023,DIESEL,2,3,31/07/2020
